make_model,body_type,Body Color,km,Gearing Type,hp,Extras,price
Audi A1,Compact,Grey,22210,Manual,85,Others,16100
Audi A1,Sedans,Red,26749,Manual,85,Sport,16261
Audi A1,Sedans,Grey,12000,Manual,85,Sport,16000
Audi A1,Compact,Black,16066,Manual,85,Others,16249
Audi A1,Compact,Red,6381,Manual,85,Converter,16370
Audi A1,Sedans,Blue,19000,Manual,85,Others,16000
Audi A1,Compact,Blue,6141,Manual,85,Converter,16370
Audi A1,Sedans,Grey,24336,Manual,85,Others,16400
Audi A1,Sedans,Blue,10703,Manual,85,Others,16400
Audi A1,Compact,Grey,33360,Manual,85,Others,16400
Audi A1,Sedans,Red,11900,Manual,85,Others,16380
Audi A1,Sedans,Blue,23800,Manual,85,Converter,16390
Audi A1,Sedans,Black,22100,Manual,85,Sport,16390
Audi A1,Compact,Black,19181,Manual,85,Sport,16445
Audi A1,Compact,Black,26619,Manual,85,Sport,16445
Audi A1,Compact,White,20321,Manual,85,Sport,16445
Audi A1,Sedans,Black,10784,Manual,85,Sport,16430
Audi A1,Compact,Black,24193,Manual,85,Sport,16430
Audi A1,Compact,Black,22680,Manual,85,Sport,16440
Audi A1,Compact,Red,26512,Manual,85,Sport,16430
Audi A1,Sedans,Black,23528,Manual,85,Sport,16430
Audi A1,Sedans,Grey,20600,Manual,85,Others,16440
Audi A1,Compact,Blue,26731,Manual,85,Sport,16430
Audi A1,Compact,Black,20413,Manual,85,Sport,16430
Audi A1,Compact,White,22664,Manual,85,Sport,16470
Audi A1,Compact,Blue,19894,Manual,85,Sport,16405
Audi A1,Sedans,Red,3053,Manual,85,Converter,16472
Audi A1,Compact,Silver,5907,Manual,85,Sport,16470
Audi A1,Compact,White,20407,Manual,85,Sport,16470
Audi A1,Compact,Red,7500,Manual,85,Others,16450
Audi A1,Sedans,Blue,25468,Manual,85,Converter,16450
Audi A1,Sedans,Blue,17671,Manual,85,Sport,16450
Audi A1,Compact,White,8100,Manual,85,Sport,16450
Audi A1,Sedans,Blue,7478,Manual,85,Sport,16450
Audi A1,Sedans,White,9647,Manual,85,Converter,16448
Audi A1,Compact,White,26307,Manual,85,Sport,16445
Audi A1,Compact,Black,26700,Manual,85,Sport,16390
Audi A1,Compact,Black,23934,Manual,85,Sport,16445
Audi A1,Compact,Black,26596,Manual,85,Sport,16445
Audi A1,Compact,Black,23987,Manual,85,Sport,16445
Audi A1,Compact,Black,22511,Manual,85,Sport,16445
Audi A1,Compact,Black,25542,Manual,85,Sport,16445
Audi A1,Compact,Blue,26475,Manual,85,Sport,16445
Audi A1,Compact,Black,27763,Manual,85,Sport,16445
Audi A1,Compact,Red,29884,Manual,85,Sport,16445
Audi A1,Compact,Silver,12494,Manual,85,Sport,16445
Audi A1,Compact,Black,1001,Manual,85,Others,15990
Audi A1,Compact,Grey,23687,Manual,85,Others,16100
Audi A1,Sedans,Red,8900,Manual,85,Converter,15990
Audi A1,Sedans,Blue,26800,Manual,85,Sport,15990
Audi A1,Compact,White,17922,Manual,85,Sport,15990
Audi A1,Sedans,Black,26600,Manual,85,Sport,15990
Audi A1,Sedans,Black,9999,Manual,85,Others,16360
Audi A1,Sedans,Red,22212,Manual,85,Sport,16321
Audi A1,Sedans,Red,24909,Manual,85,Sport,16321
Audi A1,Sedans,Silver,7756,Manual,85,Sport,16300
Audi A1,Sedans,White,25800,Manual,85,Others,16300
Audi A1,Compact,Black,4100,Manual,85,Converter,16370
Audi A1,Sedans,Grey,16147,Manual,85,Others,16300
Audi A1,Sedans,Red,17442,Manual,85,Others,16300
Audi A1,Station wagon,Black,26292,Manual,85,Sport,16290
Audi A1,Sedans,Black,26738,Manual,85,Sport,16290
Audi A1,Sedans,Red,10600,Manual,85,Sport,16280
Audi A1,Sedans,Black,26077,Manual,85,Sport,16261
Audi A1,Sedans,Red,27634,Manual,85,Sport,16261
Audi A1,Sedans,White,26126,Manual,85,Sport,16261
Audi A1,Compact,White,12411,Manual,85,Converter,16270
Audi A1,Sedans,Grey,25862,Manual,85,Sport,16261
Audi A1,Sedans,Blue,23926,Manual,85,Sport,16261
Audi A1,Sedans,Black,26977,Manual,85,Sport,16261
Audi A1,Compact,Black,24296,Manual,85,Sport,16261
Audi A1,Compact,White,9883,Manual,85,Others,16250
Audi A1,Sedans,White,26180,Manual,85,Sport,16240
Audi A1,Sedans,Red,6400,Manual,85,Sport,16210
Audi A1,Sedans,Grey,18000,Manual,85,Sport,16200
Audi A1,Sedans,White,22000,Manual,85,Others,16200
Audi A1,Sedans,Blue,12736,Manual,85,Others,16200
Audi A1,Sedans,Blue,14936,Manual,85,Others,16200
Audi A1,Sedans,Blue,15577,Manual,85,Others,16200
Audi A1,Sedans,Red,16622,Manual,85,Others,16200
Audi A1,Sedans,Red,13800,Manual,85,Sport,16140
Audi A1,Sedans,Black,18805,Manual,85,Sport,16135
Audi A1,Sedans,Black,19724,Manual,85,Sport,16135
Audi A1,Compact,Silver,20700,Automatic,85,Others,23500
Audi A1,Compact,Silver,20700,Automatic,85,Others,23500
Audi A1,Sedans,Grey,3525,Automatic,85,Others,23500
Audi A1,Sedans,Blue,80,Automatic,85,Converter,23500
Audi A1,Sedans,Red,6398,Automatic,85,Others,23500
Audi A1,Sedans,Blue,80,Automatic,85,Converter,23500
Audi A1,Compact,Silver,14338,Automatic,85,Converter,23450
Audi A1,Compact,Blue,6100,Automatic,85,Converter,23467
Audi A1,Compact,Blue,6100,Automatic,85,Converter,23467
Audi A1,Compact,Black,9175,Automatic,85,Converter,23450
Audi A1,Sedans,Blue,10500,Automatic,85,Others,23440
Audi A1,Sedans,Blue,1,Automatic,85,Others,23400
Audi A1,Sedans,Black,10,Automatic,85,Others,23300
Audi A1,Sedans,Black,11000,Automatic,85,Others,22950
Audi A1,Sedans,Blue,900,Automatic,85,Others,23300
Audi A1,Compact,Grey,18900,Automatic,85,Others,22940
Audi A1,Sedans,Black,6740,Automatic,85,Sport,22930
Audi A1,Sedans,Black,6740,Automatic,85,Sport,22930
Audi A1,Sedans,Black,9999,Automatic,85,Others,23880
Audi A1,Compact,Black,3500,Automatic,85,Others,22900
Audi A1,Sedans,Red,5050,Automatic,85,Sport,22900
Audi A1,Sedans,Grey,4560,Automatic,85,Sport,22900
Audi A1,Sedans,Silver,9999,Automatic,85,Others,23880
Audi A1,Compact,Grey,7232,Automatic,85,Sport,23829
Audi A1,Sedans,Grey,7952,Automatic,85,Others,23880
Audi A1,Compact,Grey,9000,Automatic,85,Others,23777
Audi A1,Sedans,White,5891,Automatic,85,Sport,23750
Audi A1,Sedans,Grey,5911,Automatic,85,Sport,23750
Audi A1,Compact,Grey,10700,Automatic,85,Sport,23700
Audi A1,Compact,White,10,Automatic,85,Others,23700
Audi A1,Compact,White,10,Automatic,85,Others,23700
Audi A1,Compact,Grey,13550,Automatic,85,Others,22900
Audi A1,Sedans,Red,2598,Automatic,85,Others,22900
Audi A1,Sedans,Black,9000,Automatic,85,Others,23690
Audi A1,Compact,Red,4847,Automatic,85,Others,23650
Audi A1,Compact,White,1177,Automatic,85,Sport,23630
Audi A1,Sedans,Red,20,Automatic,85,Converter,22900
Audi A1,Sedans,White,3109,Automatic,85,Sport,22830
Audi A1,Sedans,Grey,9600,Automatic,85,Converter,22880
Audi A1,Compact,Black,10876,Automatic,85,Sport,22800
Audi A1,Compact,Yellow,20000,Automatic,85,Others,22800
Audi A1,Compact,White,1050,Automatic,85,Others,22840
Audi A1,Sedans,White,3109,Automatic,85,Sport,22830
Audi A1,Compact,Black,24435,Automatic,85,Others,22450
Audi A1,Sedans,Blue,4560,Automatic,85,Sport,22440
Audi A1,Compact,Silver,4200,Automatic,85,Converter,22440
Audi A1,Compact,Grey,13705,Automatic,85,Others,22400
Audi A1,Compact,Grey,26663,Automatic,85,Sport,22400
Audi A1,Compact,Grey,31468,Automatic,85,Others,22400
Audi A1,Compact,White,31407,Automatic,85,Others,22400
Audi A1,Compact,White,31642,Automatic,85,Sport,22400
Audi A1,Sedans,Black,5000,Automatic,85,Others,22300
Audi A1,Compact,White,16270,Automatic,85,Others,22399
Audi A1,Compact,Grey,6078,Automatic,85,Sport,22390
Audi A1,Sedans,Red,4794,Automatic,85,Sport,22330
Audi A1,Sedans,Blue,20,Automatic,85,Converter,22200
Audi A1,Sedans,Black,13894,Automatic,85,Sport,22247
Audi A1,Sedans,White,6600,Automatic,85,Sport,22000
Audi A1,Sedans,Green,80,Automatic,85,Converter,23200
Audi A1,Sedans,Grey,27000,Automatic,85,Sport,22000
Audi A1,Sedans,Black,80,Automatic,85,Converter,23200
Audi A1,Sedans,White,80,Automatic,85,Converter,23200
Audi A1,Sedans,White,80,Automatic,85,Converter,23200
Audi A1,Sedans,Silver,15000,Automatic,85,Sport,23000
Audi A1,Sedans,Black,80,Automatic,85,Converter,23200
Audi A1,Sedans,Green,80,Automatic,85,Converter,23200
Audi A1,Sedans,Black,16000,Automatic,85,Sport,23000
Audi A1,Compact,Black,10000,Automatic,85,Converter,21990
Audi A1,Sedans,Black,3792,Automatic,85,Others,22990
Audi A1,Compact,Black,15980,Automatic,85,Converter,21980
Audi A1,Compact,Black,1060,Automatic,85,Sport,22990
Audi A1,Sedans,White,4860,Automatic,85,Sport,21980
Audi A1,Sedans,Green,4900,Automatic,85,Others,22990
Audi A1,Compact,Blue,8913,Automatic,85,Sport,21950
Audi A1,Compact,Black,11800,Automatic,85,Sport,21950
Audi A1,Compact,Red,7500,Automatic,85,Sport,21949
Audi A1,Compact,Red,7500,Automatic,85,Sport,21949
Audi A1,Sedans,White,9998,Automatic,85,Converter,21940
Audi A1,Sedans,Green,512,Automatic,85,Others,21900
Audi A1,Sedans,Black,13417,Automatic,85,Sport,21900
Audi A1,Compact,Silver,973,Automatic,85,Converter,21900
Audi A1,Sedans,Black,6600,Automatic,85,Sport,21890
Audi A1,Sedans,Blue,8098,Automatic,85,Sport,21900
Audi A1,Sedans,Grey,17000,Automatic,85,Sport,21900
Audi A1,Sedans,Silver,28,Automatic,85,Sport,21900
Audi A1,Sedans,Silver,28,Automatic,85,Sport,21900
Audi A1,Sedans,Beige,7856,Automatic,85,Sport,21888
Audi A1,Compact,Black,16556,Automatic,85,Others,21790
Audi A1,Compact,Grey,7400,Automatic,85,Others,21880
Audi A1,Compact,Black,23050,Automatic,85,Others,21790
Audi A1,Sedans,White,5000,Automatic,85,Others,21790
Audi A1,Compact,Beige,6163,Automatic,85,Converter,21780
Audi A1,Compact,Blue,6900,Automatic,85,Sport,21790
Audi A1,Compact,Black,21298,Automatic,85,Others,21790
Audi A1,Sedans,White,6700,Automatic,85,Sport,21770
Audi A1,Compact,White,6700,Automatic,85,Sport,21770
Audi A1,Sedans,Grey,2060,Automatic,85,Sport,21700
Audi A1,Compact,Silver,5903,Automatic,85,Sport,21690
Audi A1,Sedans,Red,15251,Automatic,85,Sport,21670
Audi A1,Sedans,Red,11432,Automatic,85,Sport,21660
Audi A1,Compact,Black,31275,Automatic,85,Others,21590
Audi A1,Sedans,Red,15184,Automatic,85,Sport,22789
Audi A1,Compact,Grey,3827,Automatic,85,Sport,22750
Audi A1,Compact,Black,20520,Automatic,85,Sport,22690
Audi A1,Sedans,Silver,6892,Automatic,85,Sport,22690
Audi A1,Sedans,Red,8208,Automatic,85,Converter,22731
Audi A1,Compact,Black,7400,Automatic,85,Converter,22730
Audi A1,Sedans,Silver,9544,Automatic,85,Converter,22683
Audi A1,Sedans,White,5880,Automatic,85,Converter,22595
Audi A1,Sedans,White,8500,Automatic,85,Converter,22570
Audi A1,Sedans,Red,6461,Automatic,85,Converter,22568
Audi A1,Sedans,Black,17300,Automatic,85,Sport,22560
Audi A1,Sedans,Grey,15000,Automatic,85,Sport,22500
Audi A1,Compact,Black,19200,Automatic,85,Others,22500
Audi A1,Compact,White,0,Automatic,85,Sport,22490
Audi A1,Sedans,Grey,5021,Automatic,85,Sport,22480
Audi A1,Sedans,Black,9530,Automatic,85,Sport,22480
Audi A1,Compact,Grey,10340,Automatic,85,Sport,22450
Audi A1,Sedans,White,16310,Manual,85,Others,16480
Audi A1,Sedans,Black,6030,Manual,85,Sport,16485
Audi A1,Sedans,Red,18100,Manual,85,Others,16480
Audi A1,Sedans,White,11836,Manual,85,Sport,16490
Audi A1,Compact,Red,5731,Manual,85,Sport,16490
Audi A1,Station wagon,Black,4150,Manual,85,Sport,16480
Audi A1,Compact,White,29443,Manual,85,Others,16499
Audi A1,Sedans,Black,14200,Manual,85,Sport,16490
Audi A1,Sedans,Black,9000,Manual,85,Others,16490
Audi A1,Sedans,Black,24000,Manual,85,Others,16480
Audi A1,Sedans,White,6786,Manual,85,Sport,16480
Audi A1,Sedans,White,16998,Manual,85,Sport,16480
Audi A1,Sedans,White,22940,Manual,85,Sport,16480
Audi A1,Sedans,Silver,9500,Manual,85,Others,16500
Audi A1,Sedans,Grey,9000,Manual,85,Others,16500
Audi A1,Sedans,Red,24696,Manual,85,Others,16500
Audi A1,Sedans,Blue,11186,Manual,85,Others,16500
Audi A1,Sedans,Silver,11300,Manual,85,Others,16500
Audi A1,Sedans,Black,24780,Manual,85,Sport,16650
Audi A1,Sedans,Blue,5500,Manual,85,Others,16950
Audi A1,Sedans,Grey,23130,Manual,85,Sport,16950
Audi A1,Sedans,Red,24990,Manual,85,Sport,16950
Audi A1,Sedans,Black,20690,Manual,85,Sport,16950
Audi A1,Sedans,Black,10237,Manual,85,Others,16950
Audi A1,Compact,White,22900,Manual,85,Sport,16950
Audi A1,Compact,Red,8270,Manual,85,Sport,16950
Audi A1,Compact,Black,10000,Manual,85,Converter,16980
Audi A1,Sedans,Grey,6153,Manual,85,Sport,16985
Audi A1,Sedans,White,5000,Manual,85,Others,16980
Audi A1,Sedans,Silver,15052,Manual,85,Converter,16980
Audi A1,Compact,Grey,11205,Manual,85,Others,16980
Audi A1,Compact,Black,10000,Manual,85,Converter,16980
Audi A1,Compact,Grey,25444,Manual,85,Sport,16980
Audi A1,Compact,Black,25427,Manual,85,Sport,16980
Audi A1,Compact,Black,26550,Manual,85,Others,16980
Audi A1,Compact,Black,26888,Manual,85,Sport,16980
Audi A1,Compact,White,25743,Manual,85,Converter,16980
Audi A1,Compact,Black,2650,Manual,85,Converter,16978
Audi A1,Compact,Blue,23499,Manual,85,Converter,16960
Audi A1,Compact,Grey,7000,Manual,85,Converter,16950
Audi A1,Compact,White,9500,Manual,85,Converter,16960
Audi A1,Sedans,Blue,25687,Manual,85,Sport,16949
Audi A1,Compact,Blue,19900,Manual,85,Others,16950
Audi A1,Sedans,Black,20690,Manual,85,Sport,16950
Audi A1,Sedans,Black,23053,Manual,85,Sport,16949
Audi A1,Sedans,Grey,26340,Manual,85,Sport,16650
Audi A1,Sedans,Blue,22900,Manual,85,Sport,16649
Audi A1,Compact,Black,25900,Manual,85,Sport,16649
Audi A1,Sedans,Black,26100,Manual,85,Sport,16649
Audi A1,Sedans,Blue,10306,Manual,85,Others,16600
Audi A1,Compact,Blue,3963,Manual,85,Converter,16594
Audi A1,Compact,Black,6677,Manual,85,Converter,16630
Audi A1,Compact,White,6617,Manual,85,Converter,16559
Audi A1,Other,White,5300,Manual,85,Sport,16590
Audi A1,Sedans,Blue,19000,Manual,85,Sport,16900
Audi A1,Sedans,Grey,15600,Manual,85,Sport,16900
Audi A1,Sedans,Black,20082,Manual,85,Others,16900
Audi A1,Sedans,Grey,10457,Manual,85,Others,16900
Audi A1,Sedans,Red,9921,Manual,85,Others,16900
Audi A1,Compact,Blue,28456,Manual,85,Others,16900
Audi A1,Sedans,White,18600,Manual,85,Others,16900
Audi A1,Compact,Silver,18524,Manual,85,Others,16900
Audi A1,Compact,Grey,27595,Manual,85,Others,16900
Audi A1,Sedans,Silver,9600,Manual,85,Others,16900
Audi A1,Sedans,Black,10000,Manual,85,Sport,16900
Audi A1,Compact,Black,17406,Manual,85,Sport,16920
Audi A1,Sedans,Black,22601,Manual,85,Sport,16949
Audi A1,Sedans,White,26133,Manual,85,Sport,16949
Audi A1,Compact,Red,6436,Manual,85,Converter,16940
Audi A1,Compact,Black,27297,Manual,85,Sport,16940
Audi A1,Sedans,Grey,4290,Manual,85,Sport,16940
Audi A1,Compact,White,26261,Manual,85,Sport,16940
Audi A1,Compact,White,27550,Manual,85,Sport,16920
Audi A1,Sedans,Red,26900,Manual,85,Sport,16920
Audi A1,Sedans,Grey,9088,Manual,85,Others,16500
Audi A1,Compact,White,18000,Manual,85,Others,16500
Audi A1,Sedans,White,21619,Manual,85,Others,16900
Audi A1,Sedans,White,20951,Manual,85,Others,16900
Audi A1,Sedans,White,21619,Manual,85,Others,16900
Audi A1,Sedans,Black,27600,Manual,85,Sport,16920
Audi A1,Sedans,Black,14864,Manual,85,Converter,16900
Audi A1,Sedans,Black,19000,Manual,85,Sport,16900
Audi A1,Other,Black,18950,Manual,85,Others,16900
Audi A1,Sedans,Silver,25100,Manual,85,Others,16900
Audi A1,Sedans,White,20951,Manual,85,Others,16900
Audi A1,Compact,White,17565,Manual,85,Others,16800
Audi A1,Sedans,Black,22191,Manual,85,Sport,16790
Audi A1,Sedans,White,21900,Manual,85,Sport,16788
Audi A1,Sedans,Red,26172,Manual,85,Others,16760
Audi A1,Sedans,White,22995,Manual,85,Sport,16750
Audi A1,Sedans,Silver,19805,Manual,85,Others,16750
Audi A1,Sedans,Blue,30150,Manual,85,Others,16900
Audi A1,Compact,White,19000,Manual,85,Others,16900
Audi A1,Sedans,White,20490,Manual,85,Others,16900
Audi A1,Sedans,Black,19800,Manual,85,Others,16900
Audi A1,Sedans,White,10318,Manual,85,Others,16900
Audi A1,Sedans,Blue,6383,Manual,85,Converter,16889
Audi A1,Sedans,Black,27200,Manual,85,Others,16880
Audi A1,Sedans,Blue,8200,Manual,85,Sport,16880
Audi A1,Station wagon,White,12000,Manual,85,Sport,16880
Audi A1,Sedans,Black,6870,Manual,85,Others,16880
Audi A1,Sedans,Black,3898,Manual,85,Converter,16881
Audi A1,Sedans,White,9274,Manual,85,Others,16850
Audi A1,Sedans,Blue,13457,Manual,85,Others,16700
Audi A1,Sedans,Red,10101,Manual,85,Converter,16850
Audi A1,Station wagon,Blue,18000,Manual,85,Others,16500
Audi A1,Other,White,26980,Manual,85,Others,16900
Audi A1,Sedans,Silver,20049,Manual,85,Others,16750
Audi A1,Sedans,Blue,10975,Manual,85,Others,16700
Audi A1,Compact,Blue,15925,Manual,85,Others,16690
Audi A1,Compact,Grey,12900,Manual,85,Sport,16690
Audi A1,Compact,Black,20900,Manual,85,Sport,16690
Audi A1,Compact,Black,25711,Manual,85,Sport,16689
Audi A1,Compact,Grey,8650,Manual,85,Sport,16680
Audi A1,Compact,Red,26600,Manual,85,Sport,16680
Audi A1,Sedans,Black,6800,Manual,85,Converter,16680
Audi A1,Compact,Black,26123,Manual,85,Sport,16680
Audi A1,Sedans,Grey,6000,Manual,85,Converter,16670
Audi A1,Compact,Blue,9220,Manual,85,Converter,16899
Audi A1,Sedans,Blue,22261,Manual,85,Sport,16895
Audi A1,Sedans,Blue,26271,Manual,85,Sport,16890
Audi A1,Sedans,Black,10000,Manual,85,Others,16890
Audi A1,Sedans,White,7931,Manual,85,Others,16900
Audi A1,Sedans,Grey,7800,Manual,85,Others,16899
Audi A1,Sedans,Black,26275,Manual,85,Sport,16890
Audi A1,Sedans,Blue,7819,Manual,85,Sport,16890
Audi A1,Sedans,Red,47000,Manual,85,Sport,16890
Audi A1,Compact,Black,22650,Manual,85,Converter,16890
Audi A1,Compact,Black,27300,Manual,85,Sport,16880
Audi A1,Compact,White,23950,Manual,85,Converter,16890
Audi A1,Compact,Grey,21800,Manual,85,Converter,16890
Audi A1,Sedans,Blue,3300,Manual,85,Converter,16890
Audi A1,Sedans,White,26618,Manual,85,Sport,16880
Audi A1,Compact,White,15000,Manual,85,Others,16879
Audi A1,Sedans,Black,7200,Manual,85,Sport,16876
Audi A1,Sedans,Black,19081,Manual,85,Sport,16871
Audi A1,Sedans,Black,19809,Manual,85,Sport,16871
Audi A1,Sedans,White,15008,Manual,85,Sport,16871
Audi A1,Sedans,Black,16298,Manual,85,Sport,16871
Audi A1,Sedans,Black,26600,Manual,85,Sport,16870
Audi A1,Compact,Red,21108,Manual,85,Sport,16869
Audi A1,Sedans,Blue,13900,Manual,85,Sport,16860
Audi A1,Sedans,Grey,8682,Manual,85,Sport,16856
Audi A1,Sedans,Red,17685,Manual,85,Others,16850
Audi A1,Sedans,Grey,11569,Manual,85,Others,16850
Audi A1,Compact,Blue,26819,Manual,85,Others,16845
Audi A1,Compact,Black,26936,Manual,85,Others,16845
Audi A1,Compact,Blue,3110,Manual,85,Others,16840
Audi A1,Sedans,Blue,24950,Manual,85,Sport,16820
Audi A1,Sedans,Red,5382,Manual,85,Sport,16814
Audi A1,Sedans,White,6900,Manual,85,Sport,16810
Audi A1,Sedans,White,16900,Manual,85,Others,16800
Audi A1,Sedans,Black,12000,Manual,85,Others,16800
Audi A1,Sedans,Black,14500,Manual,85,Sport,16800
Audi A1,Sedans,Black,16700,Manual,85,Sport,16800
Audi A1,Sedans,White,11300,Manual,85,Others,16800
Audi A1,Compact,White,21196,Manual,85,Others,16800
Audi A1,Compact,Grey,14364,Manual,85,Others,16800
Audi A1,Sedans,White,9916,Manual,85,Converter,16889
Audi A1,Compact,Blue,19492,Manual,85,Others,16850
Audi A1,Compact,White,15346,Manual,85,Others,16800
Audi A1,Sedans,White,22200,Manual,85,Others,16500
Audi A1,Sedans,Blue,29566,Manual,85,Others,16500
Audi A1,Compact,Black,9522,Manual,85,Others,16490
Audi A1,Compact,White,15870,Manual,85,Others,16490
Audi A1,Compact,Black,15853,Manual,85,Others,16500
Audi A1,Compact,Black,23524,Manual,85,Sport,16445
Audi A1,Sedans,Blue,1,Automatic,85,Converter,23900
Audi A1,Sedans,Blue,300,Automatic,85,Others,23900
Audi A1,Compact,Blue,14999,Automatic,85,Sport,23900
Audi A1,Sedans,Grey,10,Automatic,85,Others,23900
Audi A1,Compact,Blue,14999,Automatic,85,Others,23900
Audi A1,Sedans,Grey,3500,Automatic,85,Others,23950
Audi A1,Sedans,White,100,Automatic,85,Others,23950
Audi A1,Compact,Red,0,Automatic,85,Others,24990
Audi A1,Sedans,Grey,18000,Automatic,85,Converter,24970
Audi A1,Sedans,Black,2998,Automatic,85,Converter,26680
Audi A1,Sedans,Black,11,Automatic,85,Others,26500
Audi A1,Sedans,Blue,15,Automatic,85,Others,26500
Audi A1,Sedans,White,10,Automatic,85,Others,26500
Audi A1,Compact,Red,2998,Automatic,85,Converter,27380
Audi A1,Compact,Grey,0,Automatic,85,Converter,27380
Audi A1,Sedans,White,900,Automatic,85,Others,27200
Audi A1,Sedans,White,10,Automatic,85,Sport,27650
Audi A1,Sedans,Grey,20,Automatic,85,Converter,27650
Audi A1,Sedans,Black,10,Automatic,85,Sport,27650
Audi A1,Sedans,White,50,Automatic,85,Sport,28500
Audi A1,Compact,Yellow,6999,Automatic,85,Sport,28280
Audi A1,Compact,Green,11,Automatic,85,Converter,28240
Audi A1,Sedans,Black,10,Automatic,85,Others,28800
Audi A1,Compact,Grey,5000,Automatic,85,Others,28750
Audi A1,Sedans,Black,0,Automatic,85,Others,28710
Audi A1,Sedans,Grey,3000,Automatic,85,Sport,28690
Audi A1,Sedans,Grey,10,Automatic,85,Others,28600
Audi A1,Compact,Red,0,Automatic,85,Others,28690
Audi A1,Sedans,Black,0,Automatic,85,Others,28650
Audi A1,Sedans,Grey,0,Automatic,85,Others,28600
Audi A1,Compact,Red,4000,Automatic,85,Sport,28600
Audi A1,Compact,Black,10,Automatic,85,Sport,28560
Audi A1,Sedans,Yellow,3500,Automatic,85,Converter,28500
Audi A1,Compact,Yellow,0,Automatic,85,Converter,28190
Audi A1,Compact,White,11,Automatic,85,Converter,28515
Audi A1,Compact,Red,11,Automatic,85,Converter,28515
Audi A1,Sedans,White,0,Automatic,85,Others,28500
Audi A1,Sedans,White,0,Automatic,85,Others,28150
Audi A1,Sedans,White,0,Automatic,85,Others,28150
Audi A1,Compact,Red,0,Automatic,85,Converter,27980
Audi A1,Sedans,Black,8000,Automatic,85,Converter,27995
Audi A1,Compact,White,0,Automatic,85,Others,27990
Audi A1,Compact,Grey,3006,Automatic,85,Sport,27990
Audi A1,Compact,Red,50,Automatic,85,Sport,27980
Audi A1,Sedans,White,9000,Automatic,85,Sport,27980
Audi A1,Compact,Yellow,0,Automatic,85,Converter,27980
Audi A1,Compact,Yellow,0,Automatic,85,Converter,27980
Audi A1,Compact,Yellow,0,Automatic,85,Converter,27980
Audi A1,Compact,Yellow,0,Automatic,85,Converter,27980
Audi A1,Compact,Black,0,Automatic,85,Converter,27980
Audi A1,Compact,Grey,0,Automatic,85,Others,27980
Audi A1,Compact,Black,5555,Automatic,85,Sport,28490
Audi A1,Sedans,Grey,5000,Automatic,85,Sport,28490
Audi A1,Compact,Yellow,0,Automatic,85,Sport,28480
Audi A1,Sedans,Black,100,Automatic,85,Sport,28475
Audi A1,Compact,White,5000,Automatic,85,Others,28460
Audi A1,Sedans,Yellow,0,Automatic,85,Sport,28427
Audi A1,Compact,Green,1000,Automatic,85,Others,28400
Audi A1,Compact,Green,1000,Automatic,85,Others,28400
Audi A1,Compact,Green,1000,Automatic,85,Others,28400
Audi A1,Sedans,Grey,10,Automatic,85,Others,28400
Audi A1,Sedans,Black,10,Automatic,85,Others,28400
Audi A1,Compact,Green,4000,Automatic,85,Converter,27878
Audi A1,Sedans,Blue,1120,Automatic,85,Others,27845
Audi A1,Sedans,Yellow,2835,Automatic,85,Others,27800
Audi A1,Sedans,White,10,Automatic,85,Others,27800
Audi A1,Sedans,Grey,0,Automatic,85,Sport,27800
Audi A1,Sedans,White,0,Automatic,85,Others,27796
Audi A1,Compact,Black,0,Automatic,85,Converter,27780
Audi A1,Compact,Grey,0,Automatic,85,Converter,27780
Audi A1,Compact,Grey,0,Automatic,85,Converter,27780
Audi A1,Sedans,Yellow,4999,Automatic,85,Converter,27500
Audi A1,Sedans,Grey,3011,Automatic,85,Converter,27490
Audi A1,Compact,Blue,10,Automatic,85,Others,27400
Audi A1,Compact,Blue,10,Automatic,85,Others,27400
Audi A1,Compact,White,2998,Automatic,85,Converter,27380
Audi A1,Compact,Black,0,Automatic,85,Converter,27380
Audi A1,Compact,Grey,0,Automatic,85,Converter,27380
Audi A1,Compact,Grey,0,Automatic,85,Converter,27380
Audi A1,Compact,Black,0,Automatic,85,Converter,27380
Audi A1,Compact,White,2998,Automatic,85,Converter,27380
Audi A1,Compact,White,2998,Automatic,85,Converter,27380
Audi A1,Sedans,Red,9900,Automatic,85,Converter,27370
Audi A1,Sedans,Blue,9900,Automatic,85,Converter,27370
Audi A1,Sedans,Grey,10,Automatic,85,Converter,27300
Audi A1,Sedans,Silver,100,Automatic,85,Others,27200
Audi A1,Compact,Red,0,Automatic,85,Converter,27980
Audi A1,Compact,Green,0,Automatic,85,Sport,28390
Audi A1,Sedans,White,100,Automatic,85,Others,27200
Audi A1,Sedans,White,100,Automatic,85,Sport,27200
Audi A1,Sedans,Blue,100,Automatic,85,Others,27200
Audi A1,Compact,White,0,Automatic,85,Sport,27040
Audi A1,Sedans,Blue,100,Automatic,85,Others,27200
Audi A1,Sedans,Black,9000,Automatic,85,Others,26990
Audi A1,Compact,Black,0,Automatic,85,Others,26990
Audi A1,Sedans,Red,900,Automatic,85,Others,27000
Audi A1,Compact,White,0,Automatic,85,Sport,26980
Audi A1,Compact,Grey,0,Automatic,85,Sport,26980
Audi A1,Compact,White,0,Automatic,85,Sport,26980
Audi A1,Sedans,White,1,Automatic,85,Others,27000
Audi A1,Sedans,Grey,5000,Automatic,85,Sport,26930
Audi A1,Compact,Grey,0,Automatic,85,Converter,27380
